class_name	true_positives	false_positives	false_negatives	true_negatives	sensitivity	specificity	precision	accuracy	f1_score	roc_auc	pr_auc	class_weight	model_id	model_class	memory_size	epoch	study_name	trial_number	trial_params	performance
Endoplasmic_reticulum	75	25	20	1558	0.789473684210526	0.984207201516109	0.75	0.973182359952324	0.769230769230769	0.977118728596602	0.861690774391085	1.76631578947368	LightAttentionFastKAN_6492e003-3644-4c43-92a4-99247fdead7c	LightAttentionFastKAN	92.5632934570312	14	LightAttentionFastKAN	27	"[[""""kernel_size"""", 9], [""""conv_dropout_rate"""", 0.3065179753361805], [""""layer_size_percentage"""", 0.16], [""""num_layers"""", 1], [""""grid_diff"""", 2.0], [""""num_grids"""", 7]]"	0.835625825181126
Extracellular	238	7	5	1428	0.979423868312757	0.995121951219512	0.971428571428571	0.99284862932062	0.975409836065574	0.997631235571615	0.991306561223771	0.690534979423868	LightAttentionFastKAN_6492e003-3644-4c43-92a4-99247fdead7c	LightAttentionFastKAN	92.5632934570312	14	LightAttentionFastKAN	27	"[[""""kernel_size"""", 9], [""""conv_dropout_rate"""", 0.3065179753361805], [""""layer_size_percentage"""", 0.16], [""""num_layers"""", 1], [""""grid_diff"""", 2.0], [""""num_grids"""", 7]]"	0.835625825181126
Golgi_apparatus	27	8	21	1622	0.5625	0.995092024539877	0.771428571428571	0.982717520858164	0.650602409638554	0.960659509202454	0.713969181551958	3.49583333333333	LightAttentionFastKAN_6492e003-3644-4c43-92a4-99247fdead7c	LightAttentionFastKAN	92.5632934570312	14	LightAttentionFastKAN	27	"[[""""kernel_size"""", 9], [""""conv_dropout_rate"""", 0.3065179753361805], [""""layer_size_percentage"""", 0.16], [""""num_layers"""", 1], [""""grid_diff"""", 2.0], [""""num_grids"""", 7]]"	0.835625825181126
Lysosome_Vacuole	31	13	11	1623	0.738095238095238	0.992053789731051	0.704545454545455	0.98569725864124	0.720930232558139	0.963427057864711	0.757150253656007	3.99523809523809	LightAttentionFastKAN_6492e003-3644-4c43-92a4-99247fdead7c	LightAttentionFastKAN	92.5632934570312	14	LightAttentionFastKAN	27	"[[""""kernel_size"""", 9], [""""conv_dropout_rate"""", 0.3065179753361805], [""""layer_size_percentage"""", 0.16], [""""num_layers"""", 1], [""""grid_diff"""", 2.0], [""""num_grids"""", 7]]"	0.835625825181126
Mitochondrion	178	12	22	1466	0.89	0.991880920162382	0.936842105263158	0.979737783075089	0.912820512820513	0.986759133964817	0.955552588586155	0.839	LightAttentionFastKAN_6492e003-3644-4c43-92a4-99247fdead7c	LightAttentionFastKAN	92.5632934570312	14	LightAttentionFastKAN	27	"[[""""kernel_size"""", 9], [""""conv_dropout_rate"""", 0.3065179753361805], [""""layer_size_percentage"""", 0.16], [""""num_layers"""", 1], [""""grid_diff"""", 2.0], [""""num_grids"""", 7]]"	0.835625825181126
Nucleus	441	54	35	1148	0.926470588235294	0.955074875207987	0.890909090909091	0.946960667461263	0.908341915550978	0.979383100994141	0.949590378156347	0.352521008403361	LightAttentionFastKAN_6492e003-3644-4c43-92a4-99247fdead7c	LightAttentionFastKAN	92.5632934570312	14	LightAttentionFastKAN	27	"[[""""kernel_size"""", 9], [""""conv_dropout_rate"""", 0.3065179753361805], [""""layer_size_percentage"""", 0.16], [""""num_layers"""", 1], [""""grid_diff"""", 2.0], [""""num_grids"""", 7]]"	0.835625825181126
Peroxisome	14	2	9	1653	0.608695652173913	0.998791540785498	0.875	0.993444576877235	0.717948717948718	0.923814527781426	0.703367658240103	7.29565217391304	LightAttentionFastKAN_6492e003-3644-4c43-92a4-99247fdead7c	LightAttentionFastKAN	92.5632934570312	14	LightAttentionFastKAN	27	"[[""""kernel_size"""", 9], [""""conv_dropout_rate"""", 0.3065179753361805], [""""layer_size_percentage"""", 0.16], [""""num_layers"""", 1], [""""grid_diff"""", 2.0], [""""num_grids"""", 7]]"	0.835625825181126
Plastid	82	6	9	1581	0.901098901098901	0.996219281663516	0.931818181818182	0.991060786650775	0.916201117318436	0.988664769383106	0.9508529886575	1.84395604395604	LightAttentionFastKAN_6492e003-3644-4c43-92a4-99247fdead7c	LightAttentionFastKAN	92.5632934570312	14	LightAttentionFastKAN	27	"[[""""kernel_size"""", 9], [""""conv_dropout_rate"""", 0.3065179753361805], [""""layer_size_percentage"""", 0.16], [""""num_layers"""", 1], [""""grid_diff"""", 2.0], [""""num_grids"""", 7]]"	0.835625825181126
Average	1463	215	215	-1	0.803789840035405	0.992751332517958	0.82447637533508	0.803789840035405	0.803224037946947	0.955777905040481	0.784227482738231	NA	LightAttentionFastKAN_6492e003-3644-4c43-92a4-99247fdead7c	LightAttentionFastKAN	92.5632934570312	14	LightAttentionFastKAN	27	"[[""""kernel_size"""", 9], [""""conv_dropout_rate"""", 0.3065179753361805], [""""layer_size_percentage"""", 0.16], [""""num_layers"""", 1], [""""grid_diff"""", 2.0], [""""num_grids"""", 7]]"	0.835625825181126
Cell_membrane	138	29	23	1488	0.857142857142857	0.980883322346737	0.826347305389222	0.969010727056019	0.841463414634146	0.980600809869103	0.916036684181675	1.04223602484472	AttentionLstmHybrid_eec253fa-d93c-4b31-ba29-645f0d8fb245	AttentionLstmHybrid	40.9339065551758	18	AttentionLstmHybrid	10	"[[""""attention_num_heads"""", 8], [""""lstm_hidden_size"""", 480], [""""lstm_num_layers"""", 1], [""""layer_size_percentage"""", 0.1], [""""num_layers"""", 1]]"	0.813256500409552
Cytoplasm	235	90	64	1289	0.785953177257525	0.934735315445975	0.723076923076923	0.908224076281287	0.753205128205128	0.940759747866347	0.775842366484579	0.561204013377926	AttentionLstmHybrid_eec253fa-d93c-4b31-ba29-645f0d8fb245	AttentionLstmHybrid	40.9339065551758	18	AttentionLstmHybrid	10	"[[""""attention_num_heads"""", 8], [""""lstm_hidden_size"""", 480], [""""lstm_num_layers"""", 1], [""""layer_size_percentage"""", 0.1], [""""num_layers"""", 1]]"	0.813256500409552
Endoplasmic_reticulum	66	21	29	1562	0.694736842105263	0.986734049273531	0.758620689655172	0.970202622169249	0.725274725274725	0.960029258237191	0.81463497405647	1.76631578947368	AttentionLstmHybrid_eec253fa-d93c-4b31-ba29-645f0d8fb245	AttentionLstmHybrid	40.9339065551758	18	AttentionLstmHybrid	10	"[[""""attention_num_heads"""", 8], [""""lstm_hidden_size"""", 480], [""""lstm_num_layers"""", 1], [""""layer_size_percentage"""", 0.1], [""""num_layers"""", 1]]"	0.813256500409552
Extracellular	237	6	6	1429	0.975308641975309	0.99581881533101	0.975308641975309	0.99284862932062	0.975308641975309	0.997074891383835	0.986681818619584	0.690534979423868	AttentionLstmHybrid_eec253fa-d93c-4b31-ba29-645f0d8fb245	AttentionLstmHybrid	40.9339065551758	18	AttentionLstmHybrid	10	"[[""""attention_num_heads"""", 8], [""""lstm_hidden_size"""", 480], [""""lstm_num_layers"""", 1], [""""layer_size_percentage"""", 0.1], [""""num_layers"""", 1]]"	0.813256500409552
Golgi_apparatus	27	8	21	1622	0.5625	0.995092024539877	0.771428571428571	0.982717520858164	0.650602409638554	0.93853527607362	0.695941471022949	3.49583333333333	AttentionLstmHybrid_eec253fa-d93c-4b31-ba29-645f0d8fb245	AttentionLstmHybrid	40.9339065551758	18	AttentionLstmHybrid	10	"[[""""attention_num_heads"""", 8], [""""lstm_hidden_size"""", 480], [""""lstm_num_layers"""", 1], [""""layer_size_percentage"""", 0.1], [""""num_layers"""", 1]]"	0.813256500409552
Lysosome_Vacuole	24	9	18	1627	0.571428571428571	0.994498777506112	0.727272727272727	0.983909415971394	0.64	0.953719874257771	0.639762389891705	3.99523809523809	AttentionLstmHybrid_eec253fa-d93c-4b31-ba29-645f0d8fb245	AttentionLstmHybrid	40.9339065551758	18	AttentionLstmHybrid	10	"[[""""attention_num_heads"""", 8], [""""lstm_hidden_size"""", 480], [""""lstm_num_layers"""", 1], [""""layer_size_percentage"""", 0.1], [""""num_layers"""", 1]]"	0.813256500409552
Mitochondrion	182	15	18	1463	0.91	0.989851150202977	0.923857868020305	0.980333730631704	0.916876574307305	0.982483085250338	0.95305402472747	0.839	AttentionLstmHybrid_eec253fa-d93c-4b31-ba29-645f0d8fb245	AttentionLstmHybrid	40.9339065551758	18	AttentionLstmHybrid	10	"[[""""attention_num_heads"""", 8], [""""lstm_hidden_size"""", 480], [""""lstm_num_layers"""", 1], [""""layer_size_percentage"""", 0.1], [""""num_layers"""", 1]]"	0.813256500409552
Nucleus	434	59	42	1143	0.911764705882353	0.950915141430948	0.880324543610548	0.939809296781883	0.895768833849329	0.973241376417455	0.939228733333073	0.352521008403361	AttentionLstmHybrid_eec253fa-d93c-4b31-ba29-645f0d8fb245	AttentionLstmHybrid	40.9339065551758	18	AttentionLstmHybrid	10	"[[""""attention_num_heads"""", 8], [""""lstm_hidden_size"""", 480], [""""lstm_num_layers"""", 1], [""""layer_size_percentage"""", 0.1], [""""num_layers"""", 1]]"	0.813256500409552
Peroxisome	14	2	9	1653	0.608695652173913	0.998791540785498	0.875	0.993444576877235	0.717948717948718	0.923499277551556	0.702944323779489	7.29565217391304	AttentionLstmHybrid_eec253fa-d93c-4b31-ba29-645f0d8fb245	AttentionLstmHybrid	40.9339065551758	18	AttentionLstmHybrid	10	"[[""""attention_num_heads"""", 8], [""""lstm_hidden_size"""", 480], [""""lstm_num_layers"""", 1], [""""layer_size_percentage"""", 0.1], [""""num_layers"""", 1]]"	0.813256500409552
Plastid	80	2	11	1585	0.879120879120879	0.998739760554505	0.975609756097561	0.992252681764005	0.92485549132948	0.985708053760984	0.942732828893384	1.84395604395604	AttentionLstmHybrid_eec253fa-d93c-4b31-ba29-645f0d8fb245	AttentionLstmHybrid	40.9339065551758	18	AttentionLstmHybrid	10	"[[""""attention_num_heads"""", 8], [""""lstm_hidden_size"""", 480], [""""lstm_num_layers"""", 1], [""""layer_size_percentage"""", 0.1], [""""num_layers"""", 1]]"	0.813256500409552
Average	1437	241	241	-1	0.775665132708667	0.992735524802854	0.806390376694704	0.775665132708667	0.776063784652071	0.948156641604887	0.753880200088928	NA	AttentionLstmHybrid_eec253fa-d93c-4b31-ba29-645f0d8fb245	AttentionLstmHybrid	40.9339065551758	18	AttentionLstmHybrid	10	"[[""""attention_num_heads"""", 8], [""""lstm_hidden_size"""", 480], [""""lstm_num_layers"""", 1], [""""layer_size_percentage"""", 0.1], [""""num_layers"""", 1]]"	0.813256500409552
Cell_membrane	126	25	35	1492	0.782608695652174	0.983520105471325	0.834437086092715	0.964243146603099	0.807692307692308	0.957054009015833	0.842878107188544	1.04223602484472	MaxPoolMLP_b20d6288-4397-4b06-9e3c-a23e74c4ecfd	MaxPoolMLP	1050.16605377197	17	MaxPoolMLP	19	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.69103855507665
Cytoplasm	272	265	27	1114	0.909698996655518	0.807831762146483	0.506517690875233	0.825983313468415	0.650717703349282	0.920324213416246	0.677041870397361	0.561204013377926	MaxPoolMLP_b20d6288-4397-4b06-9e3c-a23e74c4ecfd	MaxPoolMLP	1050.16605377197	17	MaxPoolMLP	19	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.69103855507665
Endoplasmic_reticulum	60	34	35	1549	0.631578947368421	0.978521794061908	0.638297872340426	0.958879618593564	0.634920634920635	0.943624696612029	0.687418682968105	1.76631578947368	MaxPoolMLP_b20d6288-4397-4b06-9e3c-a23e74c4ecfd	MaxPoolMLP	1050.16605377197	17	MaxPoolMLP	19	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.69103855507665
Extracellular	234	9	9	1426	0.962962962962963	0.993728222996516	0.962962962962963	0.98927294398093	0.962962962962963	0.996942974720753	0.987986624140435	0.690534979423868	MaxPoolMLP_b20d6288-4397-4b06-9e3c-a23e74c4ecfd	MaxPoolMLP	1050.16605377197	17	MaxPoolMLP	19	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.69103855507665
Golgi_apparatus	12	2	36	1628	0.25	0.998773006134969	0.857142857142857	0.977353992848629	0.387096774193548	0.938292433537832	0.496277612364846	3.49583333333333	MaxPoolMLP_b20d6288-4397-4b06-9e3c-a23e74c4ecfd	MaxPoolMLP	1050.16605377197	17	MaxPoolMLP	19	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.69103855507665
Lysosome_Vacuole	7	3	35	1633	0.166666666666667	0.998166259168704	0.7	0.977353992848629	0.269230769230769	0.920465129817208	0.312408752180371	3.99523809523809	MaxPoolMLP_b20d6288-4397-4b06-9e3c-a23e74c4ecfd	MaxPoolMLP	1050.16605377197	17	MaxPoolMLP	19	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.69103855507665
Mitochondrion	171	22	29	1456	0.855	0.9851150202977	0.886010362694301	0.969606674612634	0.870229007633588	0.978159675236807	0.91004172471357	0.839	MaxPoolMLP_b20d6288-4397-4b06-9e3c-a23e74c4ecfd	MaxPoolMLP	1050.16605377197	17	MaxPoolMLP	19	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.69103855507665
Nucleus	327	21	149	1181	0.686974789915966	0.982529118136439	0.939655172413793	0.898688915375447	0.793689320388349	0.963520183447755	0.909067428997031	0.352521008403361	MaxPoolMLP_b20d6288-4397-4b06-9e3c-a23e74c4ecfd	MaxPoolMLP	1050.16605377197	17	MaxPoolMLP	19	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.69103855507665
Peroxisome	5	4	18	1651	0.217391304347826	0.997583081570997	0.555555555555556	0.98688915375447	0.3125	0.905766452121371	0.461999264739168	7.29565217391304	MaxPoolMLP_b20d6288-4397-4b06-9e3c-a23e74c4ecfd	MaxPoolMLP	1050.16605377197	17	MaxPoolMLP	19	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.69103855507665
Plastid	74	5	17	1582	0.813186813186813	0.996849401386263	0.936708860759494	0.98688915375447	0.870588235294118	0.977135655774597	0.909186123903342	1.84395604395604	MaxPoolMLP_b20d6288-4397-4b06-9e3c-a23e74c4ecfd	MaxPoolMLP	1050.16605377197	17	MaxPoolMLP	19	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.69103855507665
Average	1288	390	390	-1	0.627606917675635	0.989900820395839	0.744470640258326	0.627606917675635	0.609228611874436	0.932115505061478	0.560676607188609	NA	MaxPoolMLP_b20d6288-4397-4b06-9e3c-a23e74c4ecfd	MaxPoolMLP	1050.16605377197	17	MaxPoolMLP	19	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.69103855507665
Cell_membrane	89	11	72	1506	0.552795031055901	0.992748846407383	0.89	0.950536352800953	0.681992337164751	0.932811162927812	0.778482280243879	1.04223602484472	MaxPoolMLP_43b4ac01-aab0-484c-bdf1-2ab402220741	MaxPoolMLP	262.583045959473	18	MaxPoolMLP	21	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.651125151672982
Cytoplasm	182	168	117	1211	0.608695652173913	0.878172588832487	0.52	0.83015494636472	0.560862865947612	0.866320172875017	0.568833990917806	0.561204013377926	MaxPoolMLP_43b4ac01-aab0-484c-bdf1-2ab402220741	MaxPoolMLP	262.583045959473	18	MaxPoolMLP	21	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.651125151672982
Endoplasmic_reticulum	67	102	28	1481	0.705263157894737	0.935565382185723	0.396449704142012	0.922526817640048	0.507575757575758	0.934587891079563	0.531999818691657	1.76631578947368	MaxPoolMLP_43b4ac01-aab0-484c-bdf1-2ab402220741	MaxPoolMLP	262.583045959473	18	MaxPoolMLP	21	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.651125151672982
Extracellular	230	27	13	1408	0.946502057613169	0.981184668989547	0.894941634241245	0.976162097735399	0.92	0.994683184927087	0.970752846458047	0.690534979423868	MaxPoolMLP_43b4ac01-aab0-484c-bdf1-2ab402220741	MaxPoolMLP	262.583045959473	18	MaxPoolMLP	21	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.651125151672982
Golgi_apparatus	11	1	37	1629	0.229166666666667	0.999386503067485	0.916666666666667	0.977353992848629	0.366666666666667	0.900383435582822	0.421427780375219	3.49583333333333	MaxPoolMLP_43b4ac01-aab0-484c-bdf1-2ab402220741	MaxPoolMLP	262.583045959473	18	MaxPoolMLP	21	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.651125151672982
Lysosome_Vacuole	13	26	29	1610	0.30952380952381	0.984107579462103	0.333333333333333	0.967222884386174	0.320987654320988	0.895767842589358	0.238259156071829	3.99523809523809	MaxPoolMLP_43b4ac01-aab0-484c-bdf1-2ab402220741	MaxPoolMLP	262.583045959473	18	MaxPoolMLP	21	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.651125151672982
Mitochondrion	180	103	20	1375	0.9	0.930311231393775	0.636042402826855	0.926698450536353	0.745341614906832	0.973244248985115	0.897995410760873	0.839	MaxPoolMLP_43b4ac01-aab0-484c-bdf1-2ab402220741	MaxPoolMLP	262.583045959473	18	MaxPoolMLP	21	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.651125151672982
Nucleus	330	30	146	1172	0.69327731092437	0.97504159733777	0.916666666666667	0.895113230035757	0.789473684210526	0.965369342412506	0.906393777059372	0.352521008403361	MaxPoolMLP_43b4ac01-aab0-484c-bdf1-2ab402220741	MaxPoolMLP	262.583045959473	18	MaxPoolMLP	21	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.651125151672982
Peroxisome	6	11	17	1644	0.260869565217391	0.993353474320242	0.352941176470588	0.98331346841478	0.3	0.880914225666623	0.262025145863396	7.29565217391304	MaxPoolMLP_43b4ac01-aab0-484c-bdf1-2ab402220741	MaxPoolMLP	262.583045959473	18	MaxPoolMLP	21	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.651125151672982
Plastid	79	12	12	1575	0.868131868131868	0.992438563327032	0.868131868131868	0.98569725864124	0.868131868131868	0.9845932265592	0.925196701101967	1.84395604395604	MaxPoolMLP_43b4ac01-aab0-484c-bdf1-2ab402220741	MaxPoolMLP	262.583045959473	18	MaxPoolMLP	21	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.651125151672982
Average	1187	491	491	-1	0.607422511920182	0.981808671338011	0.689583113045136	0.607422511920182	0.593703258502267	0.91039378325483	0.450422357092122	NA	MaxPoolMLP_43b4ac01-aab0-484c-bdf1-2ab402220741	MaxPoolMLP	262.583045959473	18	MaxPoolMLP	21	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.5], [""""num_layers"""", 3]]"	0.651125151672982
Cell_membrane	124	41	37	1476	0.770186335403727	0.972972972972973	0.751515151515151	0.953516090584029	0.760736196319018	0.95831098482212	0.84638242431501	1.04223602484472	MaxPoolMLP_c7db0cd2-c6ae-4e65-976c-15d7e78d2f15	MaxPoolMLP	523.296123504639	18	MaxPoolMLP	22	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.3], [""""num_layers"""", 2]]"	0.745025618974138
Cytoplasm	228	108	71	1271	0.762541806020067	0.92168237853517	0.678571428571429	0.893325387365912	0.718110236220472	0.931094947868287	0.730776973799465	0.561204013377926	MaxPoolMLP_c7db0cd2-c6ae-4e65-976c-15d7e78d2f15	MaxPoolMLP	523.296123504639	18	MaxPoolMLP	22	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.3], [""""num_layers"""", 2]]"	0.745025618974138
Endoplasmic_reticulum	60	27	35	1556	0.631578947368421	0.982943777637397	0.689655172413793	0.963051251489869	0.659340659340659	0.945619576420521	0.716352881396552	1.76631578947368	MaxPoolMLP_c7db0cd2-c6ae-4e65-976c-15d7e78d2f15	MaxPoolMLP	523.296123504639	18	MaxPoolMLP	22	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.3], [""""num_layers"""", 2]]"	0.745025618974138
Extracellular	240	27	3	1408	0.987654320987654	0.981184668989547	0.898876404494382	0.982121573301549	0.941176470588235	0.99807573737113	0.990923103857378	0.690534979423868	MaxPoolMLP_c7db0cd2-c6ae-4e65-976c-15d7e78d2f15	MaxPoolMLP	523.296123504639	18	MaxPoolMLP	22	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.3], [""""num_layers"""", 2]]"	0.745025618974138
Golgi_apparatus	21	12	27	1618	0.4375	0.992638036809816	0.636363636363636	0.976758045292014	0.518518518518518	0.929089979550102	0.58822710840637	3.49583333333333	MaxPoolMLP_c7db0cd2-c6ae-4e65-976c-15d7e78d2f15	MaxPoolMLP	523.296123504639	18	MaxPoolMLP	22	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.3], [""""num_layers"""", 2]]"	0.745025618974138
Lysosome_Vacuole	17	22	25	1614	0.404761904761905	0.986552567237164	0.435897435897436	0.971990464839094	0.419753086419753	0.93709977878682	0.408352868695145	3.99523809523809	MaxPoolMLP_c7db0cd2-c6ae-4e65-976c-15d7e78d2f15	MaxPoolMLP	523.296123504639	18	MaxPoolMLP	22	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.3], [""""num_layers"""", 2]]"	0.745025618974138
Mitochondrion	175	27	25	1451	0.875	0.981732070365359	0.866336633663366	0.969010727056019	0.870646766169154	0.984171177266576	0.933948009378514	0.839	MaxPoolMLP_c7db0cd2-c6ae-4e65-976c-15d7e78d2f15	MaxPoolMLP	523.296123504639	18	MaxPoolMLP	22	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.3], [""""num_layers"""", 2]]"	0.745025618974138
Nucleus	405	50	71	1152	0.850840336134454	0.958402662229617	0.89010989010989	0.927890345649583	0.870032223415682	0.972944252576239	0.922405694661042	0.352521008403361	MaxPoolMLP_c7db0cd2-c6ae-4e65-976c-15d7e78d2f15	MaxPoolMLP	523.296123504639	18	MaxPoolMLP	22	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.3], [""""num_layers"""", 2]]"	0.745025618974138
Peroxisome	11	3	12	1652	0.478260869565217	0.998187311178248	0.785714285714286	0.991060786650775	0.594594594594595	0.912544332063576	0.608614501928836	7.29565217391304	MaxPoolMLP_c7db0cd2-c6ae-4e65-976c-15d7e78d2f15	MaxPoolMLP	523.296123504639	18	MaxPoolMLP	22	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.3], [""""num_layers"""", 2]]"	0.745025618974138
Plastid	76	4	15	1583	0.835164835164835	0.997479521109011	0.95	0.988676996424315	0.888888888888889	0.9826959429984	0.927081586067351	1.84395604395604	MaxPoolMLP_c7db0cd2-c6ae-4e65-976c-15d7e78d2f15	MaxPoolMLP	523.296123504639	18	MaxPoolMLP	22	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.3], [""""num_layers"""", 2]]"	0.745025618974138
Average	1357	321	321	-1	0.703348935540628	0.988915108500186	0.729410887202312	0.703348935540628	0.695028456995946	0.93732594443	0.648377528808079	NA	MaxPoolMLP_c7db0cd2-c6ae-4e65-976c-15d7e78d2f15	MaxPoolMLP	523.296123504639	18	MaxPoolMLP	22	"[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.3], [""""num_layers"""", 2]]"	0.745025618974138
Cell_membrane	130	27	31	1490	0.807453416149068	0.982201713909031	0.828025477707006	0.965435041716329	0.817610062893082	0.969351490560398	0.883426899206518	1.04223602484472	AvgPoolMLP_633633db-4fd6-4b33-a29b-d0b06975c878	AvgPoolMLP	357.609752655029	8	AvgPoolMLP	20	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.6000000000000001], [""""num_layers"""", 3]]"	0.790576646392957
Cytoplasm	218	94	81	1285	0.729096989966555	0.93183466279913	0.698717948717949	0.895709177592372	0.713584288052373	0.930772383652543	0.745668076712937	0.561204013377926	AvgPoolMLP_633633db-4fd6-4b33-a29b-d0b06975c878	AvgPoolMLP	357.609752655029	8	AvgPoolMLP	20	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.6000000000000001], [""""num_layers"""", 3]]"	0.790576646392957
Endoplasmic_reticulum	71	38	24	1545	0.747368421052632	0.975994946304485	0.651376146788991	0.963051251489869	0.696078431372549	0.948306014562623	0.727197804747688	1.76631578947368	AvgPoolMLP_633633db-4fd6-4b33-a29b-d0b06975c878	AvgPoolMLP	357.609752655029	8	AvgPoolMLP	20	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.6000000000000001], [""""num_layers"""", 3]]"	0.790576646392957
Extracellular	237	10	6	1425	0.975308641975309	0.993031358885017	0.959514170040486	0.99046483909416	0.96734693877551	0.997370269998996	0.978422602700646	0.690534979423868	AvgPoolMLP_633633db-4fd6-4b33-a29b-d0b06975c878	AvgPoolMLP	357.609752655029	8	AvgPoolMLP	20	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.6000000000000001], [""""num_layers"""", 3]]"	0.790576646392957
Golgi_apparatus	23	7	25	1623	0.479166666666667	0.995705521472393	0.766666666666667	0.980929678188319	0.58974358974359	0.932489775051125	0.617825618330751	3.49583333333333	AvgPoolMLP_633633db-4fd6-4b33-a29b-d0b06975c878	AvgPoolMLP	357.609752655029	8	AvgPoolMLP	20	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.6000000000000001], [""""num_layers"""", 3]]"	0.790576646392957
Lysosome_Vacuole	24	7	18	1629	0.571428571428571	0.995721271393643	0.774193548387097	0.985101311084625	0.657534246575342	0.96207358248923	0.613474728202604	3.99523809523809	AvgPoolMLP_633633db-4fd6-4b33-a29b-d0b06975c878	AvgPoolMLP	357.609752655029	8	AvgPoolMLP	20	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.6000000000000001], [""""num_layers"""", 3]]"	0.790576646392957
Mitochondrion	172	21	28	1457	0.86	0.985791610284168	0.89119170984456	0.970798569725864	0.875318066157761	0.983403247631935	0.938952071098141	0.839	AvgPoolMLP_633633db-4fd6-4b33-a29b-d0b06975c878	AvgPoolMLP	357.609752655029	8	AvgPoolMLP	20	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.6000000000000001], [""""num_layers"""", 3]]"	0.790576646392957
Nucleus	427	65	49	1137	0.897058823529412	0.945923460898503	0.867886178861789	0.932061978545888	0.882231404958678	0.972415546917602	0.929774826456685	0.352521008403361	AvgPoolMLP_633633db-4fd6-4b33-a29b-d0b06975c878	AvgPoolMLP	357.609752655029	8	AvgPoolMLP	20	"[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.6000000000000001], [""""num_layers"""", 3]]"	0.790576646392957
