model_id	memory_size	epoch	trial_params	accuracy	f1_score	sensitivity	specificity	precision	roc_auc	pr_auc
UNetFastKAN_f3c0f112-5029-49fa-9e91-3f64137ab8b5	548.398330688477	18	[[""""reduced_seq_len"""", 10], [""""reduced_channels"""", 960], [""""layer_size_percentage"""", 0.16], [""""num_layers"""", 3], [""""grid_diff"""", 1.0], [""""num_grids"""", 8]]	0.780415478250558	0.778169765990503	0.780415478250558	0.993547971195264	0.809981296873936	0.93251958329144	0.73581757499677
UNetFastKAN_d00928e7-ccf3-40e8-acd4-fff96ca2411c	313.051166534424	19	[[""""reduced_seq_len"""", 10], [""""reduced_channels"""", 960], [""""layer_size_percentage"""", 0.08], [""""num_layers"""", 2], [""""grid_diff"""", 1.5], [""""num_grids"""", 6]]	0.773256856904675	0.772261843456657	0.773256856904675	0.985830997914641	0.791489470478754	0.946211123842383	0.744327384874762
UNetFastKAN_2e29e4be-ed93-4038-b580-e1fef3f8abd2	303.920566558838	16	[[""""reduced_seq_len"""", 20], [""""reduced_channels"""", 320], [""""layer_size_percentage"""", 0.18], [""""num_layers"""", 2], [""""grid_diff"""", 1.0], [""""num_grids"""", 6]]	0.770697635788806	0.768181419600897	0.770697635788806	0.990995081357645	0.790795269209878	0.938594779409899	0.713393813173311
UNetFastKAN_34bdd0b1-0def-4858-8640-8bfb65d55781	1887.29669952393	16	[[""""reduced_seq_len"""", 40], [""""reduced_channels"""", 960], [""""layer_size_percentage"""", 0.04], [""""num_layers"""", 1], [""""grid_diff"""", 1.0], [""""num_grids"""", 5]]	0.764644293722931	0.759797445146605	0.764644293722931	0.993186119855166	0.802472894688679	0.950246797613203	0.755034544470701
UNetFastKAN_8be36941-7cc7-47cc-ba45-f8ca11922017	748.527900695801	9	[[""""reduced_seq_len"""", 50], [""""reduced_channels"""", 384], [""""layer_size_percentage"""", 0.06], [""""num_layers"""", 1], [""""grid_diff"""", 1.5], [""""num_grids"""", 6]]	0.757044230092479	0.750149345546377	0.757044230092479	0.992726136718952	0.795696239334567	0.949285759346148	0.740666916499525
UNetFastKAN_12355a7e-0571-4457-976b-d006f17dbdd9	1412.33686447144	12	[[""""reduced_seq_len"""", 30], [""""reduced_channels"""", 896], [""""layer_size_percentage"""", 0.06], [""""num_layers"""", 2], [""""grid_diff"""", 2.0], [""""num_grids"""", 4]]	0.754230591505554	0.751610158796762	0.754230591505554	0.992470044854654	0.793815595541465	0.932931878760969	0.729012995105437
UNetFastKAN_7e9c1a1f-942f-47f5-aae6-fac62252d6a8	1906.21044921875	16	[[""""reduced_seq_len"""", 40], [""""reduced_channels"""", 384], [""""layer_size_percentage"""", 0.24], [""""num_layers"""", 3], [""""grid_diff"""", 3.0], [""""num_grids"""", 8]]	0.745585762633182	0.74322108461615	0.745585762633182	0.989169802719944	0.777097103717473	0.932118981978295	0.665915655570768
