model_id	memory_size	epoch	trial_params	accuracy	f1_score	sensitivity	specificity	precision	roc_auc	pr_auc
MaxPoolFastKAN_5bd927f6-1415-427f-8c20-2a3954e0eaa6	320.398506164551	15	[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.1], [""""num_layers"""", 1], [""""grid_diff"""", 3.0], [""""num_grids"""", 5]]	0.726968163181311	0.728607026879682	0.726968163181311	0.991664045337077	0.78086735700026	0.95171438456089	0.742811108209953
MaxPoolFastKAN_5730e5e6-2bf9-4bd9-9bfa-4ff02140e39c	2048.32494354248	9	[[""""reduced_seq_len"""", 40], [""""layer_size_percentage"""", 0.04], [""""num_layers"""", 1], [""""grid_diff"""", 3.0], [""""num_grids"""", 8]]	0.719891452491993	0.71450599124053	0.719891452491993	0.990828498916777	0.766298302824493	0.960698375207109	0.712034357089106
MaxPoolFastKAN_a316f693-1e50-4dc2-800d-5d271ea3b61c	666.370872497559	19	[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.19999999999999998], [""""num_layers"""", 3], [""""grid_diff"""", 1.5], [""""num_grids"""", 4]]	0.711968452956275	0.708483127636424	0.711968452956275	0.990952321288486	0.755252509345608	0.940387119284544	0.732845528344846
MaxPoolFastKAN_9c42b00e-f49b-45f2-94cd-a8d5f5fdf202	2048.32494354248	8	[[""""reduced_seq_len"""", 40], [""""layer_size_percentage"""", 0.04], [""""num_layers"""", 1], [""""grid_diff"""", 1.5], [""""num_grids"""", 6]]	0.709713331382305	0.697585712609632	0.709713331382305	0.991056093203821	0.763460304997653	0.955249074397036	0.712056881062229
MaxPoolFastKAN_251e3c7e-0f02-4072-9ddc-613af2f55ef5	1030.508228302	8	[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.08], [""""num_layers"""", 2], [""""grid_diff"""", 2.0], [""""num_grids"""", 5]]	0.698317729106589	0.692669914295655	0.69831772910659	0.990761546559274	0.751918108772669	0.945936178447503	0.708030916683423
