model_id	memory_size	epoch	trial_params	accuracy	f1_score	sensitivity	specificity	precision	roc_auc	pr_auc
AttentionFastKAN_88b71e76-d10b-444e-bf3b-f3237f58c800	1469.37948989868	13	[[""""reduced_seq_len"""", 15], [""""layer_size_percentage"""", 0.22], [""""num_layers"""", 2], [""""grid_diff"""", 2.0], [""""num_grids"""", 4]]	0.806040099019478	0.805220839068811	0.806040099019478	0.991416927293202	0.821330256574471	0.963465688346312	0.743738550462719
AttentionFastKAN_c41c46fa-3668-4b1a-968c-63a43769df12	915.349594116211	16	[[""""reduced_seq_len"""", 15], [""""layer_size_percentage"""", 0.13999999999999999], [""""num_layers"""", 2], [""""grid_diff"""", 2.0], [""""num_grids"""", 4]]	0.804400649125504	0.804751149112813	0.804400649125504	0.991753215970111	0.819548793718419	0.957692399993396	0.736806870020012
AttentionFastKAN_2f1d5faa-338e-4b24-9b65-d8942322dd4e	1615.30766296387	16	[[""""reduced_seq_len"""", 15], [""""layer_size_percentage"""", 0.24], [""""num_layers"""", 2], [""""grid_diff"""", 2.0], [""""num_grids"""", 4]]	0.803756459318218	0.803309212333413	0.803756459318218	0.991367229778577	0.818565955354929	0.952164165230701	0.768073337855907
AttentionFastKAN_63119c5b-88c2-4381-8b80-f030bc2f9f66	830.711463928223	15	[[""""reduced_seq_len"""", 10], [""""layer_size_percentage"""", 0.24], [""""num_layers"""", 3], [""""grid_diff"""", 1.5], [""""num_grids"""", 4]]	0.802715726929809	0.802685011100193	0.802715726929809	0.990240416743626	0.814605610448816	0.951003921600081	0.761412420364488
AttentionFastKAN_f247c051-a65b-4422-9d6e-929cc80d89b0	2064.49681854248	11	[[""""reduced_seq_len"""", 40], [""""layer_size_percentage"""", 0.04], [""""num_layers"""", 1], [""""grid_diff"""", 1.5], [""""num_grids"""", 6]]	0.798370623541108	0.796908386075709	0.798370623541108	0.991352983872208	0.813650554123985	0.957561488668051	0.75926603881158
AttentionFastKAN_d2e97270-964f-43a0-aa8a-874c025d600b	2394.81502151489	16	[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.18], [""""num_layers"""", 2], [""""grid_diff"""", 3.0], [""""num_grids"""", 6]]	0.796348806948746	0.796943607085158	0.796348806948745	0.99188735512839	0.815948423475115	0.95802990139781	0.769216623847409
AttentionFastKAN_f44f5da0-d793-40fb-9f52-25ba10eb45c4	1046.601978302	19	[[""""reduced_seq_len"""", 20], [""""layer_size_percentage"""", 0.08], [""""num_layers"""", 2], [""""grid_diff"""", 2.0], [""""num_grids"""", 5]]	0.795021128395465	0.794398897348249	0.795021128395465	0.991832453296174	0.817157071525084	0.955512749928909	0.761156995676007
